InvoiceDate,InvoiceId,InvoiceLineId,TrackId,UnitPrice,Quantity,BillingAddress,BillingCity,BillingCountry,BillingPostalCode,BillingState,CustomerId,CustomerFirstName,CustomerLastName,CustomerCompany,CustomerAddress,CustomerCity,CustomerState,CustomerCountry,CustomerPhone,CustomerEmail,CustomerSupportRepId,EmployeeId,EmployeeFirstName,EmployeeLastName,EmployeeBirthDate,EmployeeHireDate,EmployeeTitle,EmployeeAddress,EmployeeCity,EmployeeState,EmployeeCountry,EmployeePhone,EmployeeFax,EmployeeEmail,EmployeeReportsTo
2013-11-13 00:00:00,404,2188,2814,0.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2189,2823,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2190,2832,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2191,2841,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2192,2850,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2193,2859,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2194,2868,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2195,2877,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2196,2886,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2197,2895,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2198,2904,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2199,2913,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2200,2922,1.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
2013-11-13 00:00:00,404,2201,2931,0.99,1,Rilská 3174/6,Prague,Czech Republic,14300,,6,Helena,Holý,,Rilská 3174/6,Prague,,Czech Republic,+420 2 4177 0449,hholy@gmail.com,5,5,Steve,Johnson,1965-03-03 00:00:00,2003-10-17 00:00:00,Sales Support Agent,7727B 41 Ave,Calgary,AB,Canada,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,2
