InvoiceDate,InvoiceId,InvoiceLineId,TrackId,UnitPrice,Quantity,BillingAddress,BillingCity,BillingCountry,BillingPostalCode,BillingState,CustomerId,CustomerFirstName,CustomerLastName,CustomerCompany,CustomerAddress,CustomerCity,CustomerState,CustomerCountry,CustomerPhone,CustomerEmail,CustomerSupportRepId,EmployeeId,EmployeeFirstName,EmployeeLastName,EmployeeBirthDate,EmployeeHireDate,EmployeeTitle,EmployeeAddress,EmployeeCity,EmployeeState,EmployeeCountry,EmployeePhone,EmployeeFax,EmployeeEmail,EmployeeReportsTo
2010-07-23 00:00:00,131,706,772,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,707,781,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,708,790,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,709,799,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,710,808,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,711,817,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,712,826,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,713,835,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,714,844,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,715,853,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,716,862,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,717,871,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,718,880,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2010-07-23 00:00:00,131,719,889,0.99,1,"12,Community Centre",Delhi,India,110017,,58,Manoj,Pareek,,"12,Community Centre",Delhi,,India,+91 0124 39883988,manoj.pareek@rediff.com,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
