InvoiceDate,InvoiceId,InvoiceLineId,TrackId,UnitPrice,Quantity,BillingAddress,BillingCity,BillingCountry,BillingPostalCode,BillingState,CustomerId,CustomerFirstName,CustomerLastName,CustomerCompany,CustomerAddress,CustomerCity,CustomerState,CustomerCountry,CustomerPhone,CustomerEmail,CustomerSupportRepId,EmployeeId,EmployeeFirstName,EmployeeLastName,EmployeeBirthDate,EmployeeHireDate,EmployeeTitle,EmployeeAddress,EmployeeCity,EmployeeState,EmployeeCountry,EmployeePhone,EmployeeFax,EmployeeEmail,EmployeeReportsTo
2012-10-06 00:00:00,313,1694,3301,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1695,3310,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1696,3319,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1697,3328,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1698,3337,1.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1699,3346,1.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1700,3355,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1701,3364,1.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1702,3373,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1703,3382,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1704,3391,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1705,3400,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1706,3409,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
2012-10-06 00:00:00,313,1707,3418,0.99,1,"68, Rue Jouvence",Dijon,France,21000,,43,Isabelle,Mercier,,"68, Rue Jouvence",Dijon,,France,+33 03 80 73 66 99,isabelle_mercier@apple.fr,3,3,Jane,Peacock,1973-08-29 00:00:00,2002-04-01 00:00:00,Sales Support Agent,1111 6 Ave SW,Calgary,AB,Canada,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,2
