InvoiceDate,InvoiceId,InvoiceLineId,TrackId,UnitPrice,Quantity,BillingAddress,BillingCity,BillingCountry,BillingPostalCode,BillingState,CustomerId,CustomerFirstName,CustomerLastName,CustomerCompany,CustomerAddress,CustomerCity,CustomerState,CustomerCountry,CustomerPhone,CustomerEmail,CustomerSupportRepId,EmployeeId,EmployeeFirstName,EmployeeLastName,EmployeeBirthDate,EmployeeHireDate,EmployeeTitle,EmployeeAddress,EmployeeCity,EmployeeState,EmployeeCountry,EmployeePhone,EmployeeFax,EmployeeEmail,EmployeeReportsTo
2011-03-28 00:00:00,187,1010,2628,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
2011-03-28 00:00:00,187,1011,2637,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
2011-03-28 00:00:00,187,1012,2646,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
2011-03-28 00:00:00,187,1013,2655,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
2011-03-28 00:00:00,187,1014,2664,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
2011-03-28 00:00:00,187,1015,2673,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
2011-03-28 00:00:00,187,1016,2682,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
2011-03-28 00:00:00,187,1017,2691,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
2011-03-28 00:00:00,187,1018,2700,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
2011-03-28 00:00:00,187,1019,2709,0.99,1,Grétrystraat 63,Brussels,Belgium,1000,,8,Daan,Peeters,,Grétrystraat 63,Brussels,,Belgium,+32 02 219 03 03,daan_peeters@apple.be,4,4,Margaret,Park,1947-09-19 00:00:00,2003-05-03 00:00:00,Sales Support Agent,683 10 Street SW,Calgary,AB,Canada,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,2
